mode,file,topic,assigned_label,diversity,coherence,total_samples,label_counts,Politics,Activism,Nature,Disaster,Renewable,Fossil,Lifestyle,Nuclear,Electricity,Waste,Agriculture,Weather,Transportation,Technology,Privacy,Construction,Infrastructure,Job Opportunities,Air Quality,Environment,Economics,N/A,No category,Not climate-related,Other,Inappropriate,This text does not fit any of the provided categories. The category name is: Lifestyle.,Uncategorized,Arts,Literature,No specific category fits the provided text.,Not classified,Shopping,Water,New Category,Economy,Economic,Public Realm,Climate,Education,Energy,Space,Air Pollution,Event,Pollution,Legislation,ClimateAction,Climate Action,Biodiversity,Climate Resilience,Climate Crisis,- Politics,No category.,- Nature,None,- Technology,Housing,Science,Climate Science,Research,Business,Art,- Electricity,SustainableInvesting,ClimateCrisis,SeismicActivity,Data,Climate Change,Career,This text does not fit any of the provided categories.,No relevant category.,Climate Denial,Jobs,Sustainability,No category applies.,- Waste,- Lifestyle,- Health,Climate Disinformation,Wildlife,EndangeredSpecies,- Activism,Climate Aid,Adaptation,ClimateScience,HealthRisks,Food,Immigration
multi_label,topic_0000.json,0,Politics,9,0.457,20,"{'Politics': 16, 'Activism': 7, 'Disaster': 4, 'Lifestyle': 2, 'Nature': 2, 'Weather': 1, 'Renewable': 1, 'Environment': 1, 'Economy': 1}",16,7,2,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0001.json,1,Politics,14,0.39,20,"{'Renewable': 4, 'Politics': 16, 'Fossil': 5, 'Disaster': 2, 'Activism': 4, 'Weather': 1, 'Nature': 1, 'Electricity': 1, 'Lifestyle': 2, 'Air Quality': 1, 'Economic': 1, 'Public Realm': 1, 'Climate': 1, 'Transportation': 1}",16,4,1,2,4,5,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0002.json,2,Fossil,7,0.39,20,"{'Politics': 15, 'Fossil': 16, 'Lifestyle': 3, 'Environment': 1, 'Nature': 4, 'Renewable': 1, 'Construction': 1}",15,0,4,0,1,16,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0003.json,3,Renewable,11,0.211,20,"{'Lifestyle': 2, 'Waste': 7, 'Renewable': 8, 'Nuclear': 1, 'Nature': 1, 'Activism': 7, 'Electricity': 4, 'Politics': 4, 'Fossil': 2, 'Construction': 1, 'Technology': 1}",4,7,1,0,8,2,2,1,4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0004.json,4,Politics,10,0.513,20,"{'Politics': 20, 'Disaster': 2, 'Renewable': 1, 'Weather': 5, 'Fossil': 5, 'Environment': 1, 'Nature': 1, 'Activism': 2, 'Agriculture': 1, 'Climate': 1}",20,2,1,2,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0005.json,5,Transportation,9,0.429,20,"{'Politics': 4, 'Renewable': 8, 'Transportation': 18, 'Construction': 1, 'Electricity': 1, 'Lifestyle': 6, 'Disaster': 1, 'Waste': 1, 'Fossil': 2}",4,0,0,1,8,2,6,0,1,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0006.json,6,Fossil,10,0.333,20,"{'Renewable': 7, 'Electricity': 3, 'Fossil': 13, 'Politics': 8, 'Nuclear': 1, 'Education': 1, 'Nature': 1, 'Activism': 2, 'Transportation': 2, 'Waste': 1}",8,2,1,0,7,13,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0007.json,7,Nature,11,0.216,20,"{'Nature': 8, 'Politics': 7, 'Transportation': 2, 'Activism': 8, 'Education': 1, 'Weather': 1, 'Lifestyle': 4, 'Technology': 1, 'Renewable': 2, 'Waste': 2, 'Agriculture': 1}",7,8,8,0,2,0,4,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0008.json,8,Renewable,9,0.488,20,"{'Renewable': 20, 'Energy': 1, 'Electricity': 10, 'Agriculture': 2, 'Technology': 1, 'Weather': 3, 'Politics': 1, 'Lifestyle': 2, 'Construction': 1}",1,0,0,0,20,0,2,0,10,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0009.json,9,Waste,10,0.528,20,"{'Renewable': 2, 'Waste': 19, 'Electricity': 1, 'Politics': 3, 'Lifestyle': 4, 'Fossil': 2, 'Activism': 2, 'Nature': 1, 'Economy': 1, 'Disaster': 1}",3,2,1,1,2,2,4,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0010.json,10,Renewable,11,0.289,20,"{'Activism': 2, 'Fossil': 6, 'Renewable': 11, 'Politics': 6, 'Lifestyle': 2, 'Agriculture': 3, 'Nature': 3, 'Climate': 1, 'Disaster': 2, 'Waste': 1, 'Technology': 1}",6,2,3,2,11,6,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0011.json,11,Politics,11,0.256,20,"{'Politics': 10, 'Fossil': 5, 'Weather': 1, 'Transportation': 6, 'Activism': 5, 'Nature': 1, 'Waste': 4, 'Disaster': 3, 'Lifestyle': 1, 'Renewable': 2, 'Space': 1}",10,5,1,3,2,5,1,0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0012.json,12,Agriculture,9,0.472,20,"{'Weather': 2, 'Agriculture': 17, 'Renewable': 1, 'Nature': 3, 'Waste': 2, 'Lifestyle': 3, 'Politics': 4, 'Transportation': 1, 'Activism': 3}",4,3,3,0,1,0,3,0,0,2,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0013.json,13,Politics,11,0.4,20,"{'Politics': 16, 'Fossil': 7, 'Air Pollution': 1, 'Renewable': 6, 'Climate': 1, 'Waste': 2, 'Nature': 2, 'Electricity': 2, 'Environment': 1, 'Agriculture': 1, 'Transportation': 1}",16,0,2,0,6,7,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0014.json,14,Nature,8,0.366,20,"{'Nature': 15, 'Waste': 2, 'Activism': 8, 'Politics': 5, 'Agriculture': 4, 'Disaster': 4, 'Construction': 2, 'Transportation': 1}",5,8,15,4,0,0,0,0,0,2,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0015.json,15,Renewable,10,0.289,20,"{'Renewable': 11, 'Electricity': 8, 'Privacy': 1, 'Weather': 3, 'Construction': 6, 'Politics': 3, 'Technology': 2, 'Nature': 2, 'Lifestyle': 1, 'Waste': 1}",3,0,2,0,11,0,1,0,8,1,0,3,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0016.json,16,Politics,9,0.256,20,"{'Nature': 5, 'Politics': 10, 'Disaster': 4, 'Waste': 8, 'Electricity': 2, 'Water': 3, 'Agriculture': 4, 'Renewable': 2, 'Technology': 1}",10,0,5,4,2,0,0,0,2,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0017.json,17,Weather,8,0.441,20,"{'Nature': 5, 'Weather': 15, 'Renewable': 3, 'Politics': 2, 'Disaster': 4, 'Fossil': 3, 'Activism': 1, 'Agriculture': 1}",2,1,5,4,3,3,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0018.json,18,Renewable,7,0.462,20,"{'Politics': 11, 'Renewable': 18, 'Construction': 1, 'Nature': 4, 'Fossil': 2, 'Activism': 1, 'Electricity': 2}",11,1,4,0,18,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0019.json,19,Activism,12,0.256,20,"{'Renewable': 2, 'Disaster': 1, 'Nature': 6, 'Activism': 10, 'Politics': 4, 'Lifestyle': 7, 'Waste': 2, 'Transportation': 1, 'Weather': 3, 'Event': 1, 'Agriculture': 1, 'Nuclear': 1}",4,10,6,1,2,0,7,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0020.json,20,Fossil,9,0.444,20,"{'Fossil': 16, 'Transportation': 5, 'Agriculture': 2, 'Politics': 6, 'Weather': 2, 'Disaster': 1, 'Electricity': 1, 'Renewable': 2, 'Technology': 1}",6,0,0,1,2,16,0,0,1,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0021.json,21,Politics,10,0.333,20,"{'Transportation': 1, 'Lifestyle': 7, 'Waste': 6, 'Politics': 13, 'Weather': 5, 'Pollution': 1, 'Environment': 3, 'Legislation': 1, 'Disaster': 1, 'Activism': 1}",13,1,0,1,0,0,7,0,0,6,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multi_label,topic_0022.json,22,Disaster,12,0.318,20,"{'Nature': 3, 'Disaster': 14, 'Activism': 6, 'Construction': 3, 'Weather': 3, 'Waste': 3, 'Lifestyle': 4, 'Renewable': 3, 'Fossil': 1, 'Climate': 1, 'Politics': 1, 'Agriculture': 2}",1,6,3,14,3,1,4,0,0,3,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
